Filename,SomaScan_Symbol,SomaScan_Sequence_ID,Gene name,Biomart_Chromosome,Biomart_TranscriptStart,Biomart_TranscriptEnd
13429_3_WFDC10A_WF10A.txt.gz,WFDC10A,13429_3,WFDC10A,20,45629739,45631196
13430_50_SLC14A1_UT1.txt.gz,SLC14A1,13430_50,SLC14A1,18,45687025,45752520
13431_74_FAM159A_F159A.txt.gz,FAM159A,13431_74,FAM159A,1,52633168,52669683
13434_172_PARVA_PARVA.txt.gz,PARVA,13434_172,PARVA,11,12377563,12535356
13435_31_IL20RB_IL_20_Rb.txt.gz,IL20RB,13435_31,IL20RB,3,136946230,137011085
13436_54_MAZ_MAZ.txt.gz,MAZ,13436_54,MAZ,16,29806106,29811164
13438_115_CHRD_CHRD.txt.gz,CHRD,13438_115,CHRD,3,184380054,184390736
13439_6_IQCF3_IQCF3.txt.gz,IQCF3,13439_6,IQCF3,3,51826883,51833389
13441_30_DIXDC1_DIXC1.txt.gz,DIXDC1,13441_30,DIXDC1,11,111927144,112022653
13447_42_SPRN_SPRN.txt.gz,SPRN,13447_42,SPRN,10,133420666,133424625
13449_25_SF3B4_SF3B4.txt.gz,SF3B4,13449_25,SF3B4,1,149923317,149927803
13450_49_USP8_UBP8.txt.gz,USP8,13450_49,USP8,15,50424380,50514421
13451_2_FNDC4_FNDC4.txt.gz,FNDC4,13451_2,FNDC4,2,27491883,27495200
13452_113_SMIM13_SIM13.txt.gz,SMIM13,13452_113,SMIM13,6,11093834,11138733
13453_2_MRPL33_RM33.txt.gz,MRPL33,13453_2,MRPL33,2,27771717,27988087
13457_33_ELF5_ELF5.txt.gz,ELF5,13457_33,ELF5,11,34478791,34525193
13459_30_TOR4A_CI167.txt.gz,TOR4A,13459_30,TOR4A,9,137277726,137282641
13460_4_CHAD_CHAD.txt.gz,CHAD,13460_4,CHAD,17,50464496,50468906
13463_1_PXDN_PXDN.txt.gz,PXDN,13463_1,PXDN,2,1631887,1744852
13464_8_NRAC_NRAC.txt.gz,NRAC,13464_8,NRAC,14,104579764,104590515
13465_5_RCAN1_CCP1.txt.gz,RCAN1,13465_5,RCAN1,21,34513142,34615113
13468_5_NEURL4_NEUL4.txt.gz,NEURL4,13468_5,NEURL4,17,7315628,7329393
13470_43_PTH1R_PTH1R.txt.gz,PTH1R,13470_43,PTH1R,3,46877721,46903799
13472_35_HDHD2_HDHD2.txt.gz,HDHD2,13472_35,HDHD2,18,47107408,47150500
13473_55_ITPKA_IP3KA.txt.gz,ITPKA,13473_55,ITPKA,15,41493393,41503551
13474_40_GSTK1_GSTK1.txt.gz,GSTK1,13474_40,GSTK1,7,143244093,143270854
13475_10_UBE2D4_UB2D4.txt.gz,UBE2D4,13475_10,UBE2D4,7,43926436,43956136
13476_16_KIN_KIN17.txt.gz,KIN,13476_16,KIN,10,7750962,7787993
13477_65_LTB4R_LT4R1.txt.gz,LTB4R,13477_65,LTB4R,14,24311450,24318036
13479_8_FAM171A2_F1712.txt.gz,FAM171A2,13479_8,FAM171A2,17,44353215,44363853
13481_24_TCEA2_TCEA2.txt.gz,TCEA2,13481_24,TCEA2,20,64049836,64072347
13482_14_CNOT1_CNOT1.txt.gz,CNOT1,13482_14,CNOT1,16,58519951,58629885
13484_69_COL1A1_CO1A1.txt.gz,COL1A1,13484_69,COL1A1,17,50184101,50201632
13485_20_TMEM87B_TM87B.txt.gz,TMEM87B,13485_20,TMEM87B,2,112055269,112119318
13486_9_PKD2_PKD2.txt.gz,PKD2,13486_9,PKD2,4,88007635,88077777
13487_24_UNC93B1_UN93B.txt.gz,UNC93B1,13487_24,UNC93B1,11,67991100,68004982
13488_3_ARFIP1_ARFP1.txt.gz,ARFIP1,13488_3,ARFIP1,4,152779937,152918463
13490_1_MPP6_MPP6.txt.gz,MPP6,13490_1,MPP6,7,24573268,24694193
13491_40_PDE6D_PDE6D.txt.gz,PDE6D,13491_40,PDE6D,2,231732433,231786272
13492_44_HSPA9_HSPA9B.txt.gz,HSPA9,13492_44,HSPA9,5,138553756,138575675
13493_5_GRID1_GRID1.txt.gz,GRID1,13493_5,GRID1,10,85599552,86366795
13494_6_CERS5_CERS5.txt.gz,CERS5,13494_6,CERS5,12,50129289,50167533
13495_48_HCAR2_HCAR2.txt.gz,HCAR2,13495_48,HCAR2,12,122701293,122703357
13496_19_HMGCS1_HMCS1.txt.gz,HMGCS1,13496_19,HMGCS1,5,43287470,43313512
13497_34_EIF3J_EIF3J.txt.gz,EIF3J,13497_34,EIF3J,15,44537125,44563029
13498_1_MIOX_MIOX.txt.gz,MIOX,13498_1,MIOX,22,50486784,50490648
13499_30_F8_Coagulation_Factor_VIII.txt.gz,F8,13499_30,F8,X,154835788,155026940
13501_10_SLC35G2_S35G2.txt.gz,SLC35G2,13501_10,SLC35G2,3,136818647,136855888
13502_2_SLC26A11_S2611.txt.gz,SLC26A11,13502_2,SLC26A11,17,80219699,80253500
13503_19_ARL6IP5_PRAF3.txt.gz,ARL6IP5,13503_19,ARL6IP5,3,69084937,69106092
13506_10_DUS2_DUS2L.txt.gz,DUS2,13506_10,DUS2,16,67987746,68079320
13507_51_TRADD_TRADD.txt.gz,TRADD,13507_51,TRADD,16,67154185,67159909
13509_5_SCAMP5_SCAM5.txt.gz,SCAMP5,13509_5,SCAMP5,15,74957219,75021495
13510_7_ATP2A3_AT2A3.txt.gz,ATP2A3,13510_7,ATP2A3,17,3923870,3964464
13511_29_SATB1_SATB1.txt.gz,SATB1,13511_29,SATB1,3,18345377,18445621
13512_28_HNRNPR_HNRPR.txt.gz,HNRNPR,13512_28,HNRNPR,1,23303771,23344336
13513_174_PIAS3_PIAS3.txt.gz,PIAS3,13513_174,PIAS3,1,145848522,145859836
13514_121_RAB35_Rab_1C.txt.gz,RAB35,13514_121,RAB35,12,120095099,120117502
13515_8_RPRD1A_RPR1A.txt.gz,RPRD1A,13515_8,RPRD1A,18,35984387,36067576
13516_46_EMC4_TMM85.txt.gz,EMC4,13516_46,EMC4,15,34225013,34230156
13517_3_PTCHD3_PTHD3.txt.gz,PTCHD3,13517_3,PTCHD3,10,27397121,27414368
13518_5_ASAP2_ASAP2.txt.gz,ASAP2,13518_5,ASAP2,2,9206765,9405683
13519_112_ARHGEF25_ARHGP.txt.gz,ARHGEF25,13519_112,ARHGEF25,12,57610180,57617245
13522_20_VSNL1_VISL1.txt.gz,VSNL1,13522_20,VSNL1,2,17539126,17657018
13524_25_HS6ST2_H6ST2.txt.gz,HS6ST2,13524_25,HS6ST2,X,132626015,132961395
13525_17_KCNG4_KCNG4.txt.gz,KCNG4,13525_17,KCNG4,16,84218657,84240012
13526_5_SSB_LA.txt.gz,SSB,13526_5,SSB,2,169791933,169812064
13529_39_NAP1L2_NP1L2.txt.gz,NAP1L2,13529_39,NAP1L2,X,73212299,73214851
13530_5_UTS2R_UR2R.txt.gz,UTS2R,13530_5,UTS2R,17,82371765,82377458
13532_25_CNEP1R1_NEPR1.txt.gz,CNEP1R1,13532_25,CNEP1R1,16,50024410,50037088
13534_20_MYOM2_MYOM2.txt.gz,MYOM2,13534_20,MYOM2,8,2045046,2165552
13535_2_COL4A3BP_C43BP.txt.gz,COL4A3BP,13535_2,COL4A3BP,5,75356345,75512138
13536_56_POLI_POLI.txt.gz,POLI,13536_56,POLI,18,54269517,54321266
13539_131_KCNN1_KCNN1.txt.gz,KCNN1,13539_131,KCNN1,19,17951293,18000085
13540_1_GPR26_GPR26.txt.gz,GPR26,13540_1,GPR26,10,123666355,123697399
13541_1_MYCT1_MYCT1.txt.gz,MYCT1,13541_1,MYCT1,6,152697897,152724569
13544_9_HMHA1_HMHA1.txt.gz,HMHA1,13544_9,HMHA1,19,1065923,1086628
13545_97_EIF1AD_EIF1A.txt.gz,EIF1AD,13545_97,EIF1AD,11,65996545,66002176
13547_5_HTR7_5HT7R.txt.gz,HTR7,13547_5,HTR7,10,90740823,90858039
13548_53_PPAPDC1A_PPC1A.txt.gz,PPAPDC1A,13548_53,PPAPDC1A,10,120457227,120592065
13549_15_ADAM29_ADA29.txt.gz,ADAM29,13549_15,ADAM29,4,174829668,174978180
13552_7_SWAP70_SWP70.txt.gz,SWAP70,13552_7,SWAP70,11,9664077,9752993
13553_4_DCUN1D3_DCNL3.txt.gz,DCUN1D3,13553_4,DCUN1D3,16,20854925,20900358
13554_78_REPIN1_REPI1.txt.gz,REPIN1,13554_78,REPIN1,7,150368189,150374044
13556_28_HTR2A_5HT2A.txt.gz,HTR2A,13556_28,HTR2A,13,46831546,46897076
13557_3_PVRL3_Nectin_3.txt.gz,PVRL3,13557_3,PVRL3,3,111070071,111275563
13561_5_HTR6_5HT6R.txt.gz,HTR6,13561_5,HTR6,1,19664875,19680966
13563_259_ACBD7_ACBD7.txt.gz,ACBD7,13563_259,ACBD7,10,15075475,15088776
13565_2_RBL2_p130.txt.gz,RBL2,13565_2,RBL2,16,53433977,53491648
13566_2_SSU72_SSU72.txt.gz,SSU72,13566_2,SSU72,1,1541673,1574863
13567_1_DPYSL2_DPYL2.txt.gz,DPYSL2,13567_1,DPYSL2,8,26514031,26658178
13568_30_PSMD4_PSMD4.txt.gz,PSMD4,13568_30,PSMD4,1,151254709,151267479
13570_43_HDLBP_VIGLN.txt.gz,HDLBP,13570_43,HDLBP,2,241227264,241317061
13572_43_PSMD11_PSD11.txt.gz,PSMD11,13572_43,PSMD11,17,32444379,32483319
13573_5_ARPC3_p21_ARC.txt.gz,ARPC3,13573_5,ARPC3,12,110434823,110450422
13574_50_RND1_RND1.txt.gz,RND1,13574_50,RND1,12,48857145,48865870
13575_40_DVL2_DVL2.txt.gz,DVL2,13575_40,DVL2,17,7225342,7234517
13577_25_U2AF2_U2AF2.txt.gz,U2AF2,13577_25,U2AF2,19,55654146,55674716
13578_98_ABLIM3_ABLM3.txt.gz,ABLIM3,13578_98,ABLIM3,5,149141483,149260542
13580_2_UAP1_Sperm_associated_antigen_2.txt.gz,UAP1,13580_2,UAP1,1,162561722,162601240
13583_19_APAF1_Apaf_1.txt.gz,APAF1,13583_19,APAF1,12,98645290,98735433
13587_10_RACGAP1_RGAP1.txt.gz,RACGAP1,13587_10,RACGAP1,12,49976923,50033136
13588_11_ANXA9_ANXA9.txt.gz,ANXA9,13588_11,ANXA9,1,150982249,150995634
13589_10_APBB3_APBB3.txt.gz,APBB3,13589_10,APBB3,5,140558268,140564781
13590_1_REXO2_ORN.txt.gz,REXO2,13590_1,REXO2,11,114439435,114450279
13591_31_PRIM1_PRI1.txt.gz,PRIM1,13591_31,PRIM1,12,56730438,56752374
13594_158_GGA1_GGA1.txt.gz,GGA1,13594_158,GGA1,22,37608725,37633564
13595_20_THTPA_THTPA.txt.gz,THTPA,13595_20,THTPA,14,23555988,23560271
13596_3_RAB27B_RB27B.txt.gz,RAB27B,13596_3,RAB27B,18,54717860,54895516
13597_20_RAB31_RAB31.txt.gz,RAB31,13597_20,RAB31,18,9708275,9862551
13599_15_RABEPK_RABEK.txt.gz,RABEPK,13599_15,RABEPK,9,125200542,125234161
13602_6_NHP2L1_NH2L1.txt.gz,NHP2L1,13602_6,NHP2L1,22,41673933,41690504
13603_7_RFESD_RFESD.txt.gz,RFESD,13603_7,RFESD,5,95646777,95684773
13604_27_NEURL1_NEUL1.txt.gz,NEURL1,13604_27,NEURL1,10,103493705,103592546
13605_16_ANXA10_ANX10.txt.gz,ANXA10,13605_16,ANXA10,4,168092537,168187736
13609_11_GTF2I_GTF2I.txt.gz,GTF2I,13609_11,GTF2I,7,74650231,74760692
13610_9_MAGEA10_MAGE_10.txt.gz,MAGEA10,13610_9,MAGEA10,X,152133310,152138578
13612_7_CYTIP_CYTIP.txt.gz,CYTIP,13612_7,CYTIP,2,157414619,157488961
13613_23_AK5_Adenylate_kinase_isoenzyme_5.txt.gz,AK5,13613_23,AK5,1,77282019,77559966
13614_6_CREBBP_CREB_binding_protein.txt.gz,CREBBP,13614_6,CREBBP,16,3725054,3880713
13615_60_NCK2_NCK2.txt.gz,NCK2,13615_60,NCK2,2,105744912,105894274
13618_15_MAD1L1_MD1L1.txt.gz,MAD1L1,13618_15,MAD1L1,7,1815793,2233243
13620_10_ASNA1_ASNA.txt.gz,ASNA1,13620_10,ASNA1,19,12737139,12748323
13621_31_AP2A2_AP2A2.txt.gz,AP2A2,13621_31,AP2A2,11,924881,1012245
13622_16_PPP2R5A_2A5A.txt.gz,PPP2R5A,13622_16,PPP2R5A,1,212285410,212361853
13623_4_MLL2_MLL2.txt.gz,MLL2,13623_4,MLL2,12,49018975,49060794
13624_17_NADK_NADK.txt.gz,NADK,13624_17,NADK,1,1751232,1780457
13625_19_SSB_LA.txt.gz,SSB,13625_19,SSB,2,169791933,169812064
13628_58_GRB14_GRB14.txt.gz,GRB14,13628_58,GRB14,2,164492417,164621482
13629_25_ATG4B_ATG4B.txt.gz,ATG4B,13629_25,ATG4B,2,241637213,241673857
13631_1_RBBP5_RB_binding_protein_5.txt.gz,RBBP5,13631_1,RBBP5,1,205086142,205122015
13632_10_ZYX_Zyxin.txt.gz,ZYX,13632_10,ZYX,7,143381295,143391111
13634_209_PIR_PIR.txt.gz,PIR,13634_209,PIR,X,15384799,15493564
13636_20_NAP1L1_NP1L1.txt.gz,NAP1L1,13636_20,NAP1L1,12,76036585,76084735
13639_101_USO1_USO1.txt.gz,USO1,13639_101,USO1,4,75724577,75814286
13642_90_IFIT3_CIG49.txt.gz,IFIT3,13642_90,IFIT3,10,89327307,89377473
13644_30_HGS_HGS.txt.gz,HGS,13644_30,HGS,17,81683326,81703138
13645_14_DHX38_PRP16.txt.gz,DHX38,13645_14,DHX38,16,72093613,72112912
13650_11_KCNIP1_KCIP1.txt.gz,KCNIP1,13650_11,KCNIP1,5,170353487,170736632
13651_54_ZFP91_ZFP91.txt.gz,ZFP91,13651_54,ZFP91,11,58579063,58621550
13652_2_TOM1L1_TM1L1.txt.gz,TOM1L1,13652_2,TOM1L1,17,54899387,54961956
13653_335_MACROD1_MACD1.txt.gz,MACROD1,13653_335,MACROD1,11,63998558,64166113
13654_1_ROCK2_ROCK2.txt.gz,ROCK2,13654_1,ROCK2,2,11179759,11348330
13655_34_NCL_Nucleolin.txt.gz,NCL,13655_34,NCL,2,231453531,231483641
13657_2_PNKP_PNKP.txt.gz,PNKP,13657_2,PNKP,19,49859882,49878351
13658_31_PDGFC_PDGF_CC.txt.gz,PDGFC,13658_31,PDGFC,4,156760454,156971799
13659_36_ATP13A1_AT131.txt.gz,ATP13A1,13659_36,ATP13A1,19,19645198,19663676
13665_35_PPP2R3A_PP2A__subunit_B.txt.gz,PPP2R3A,13665_35,PPP2R3A,3,135965728,136147894
13666_222_CA10_Carbonic_Anhydrase_X.txt.gz,CA10,13666_222,CA10,17,51630313,52160017
13669_6_FGFR3_FGFR_3.txt.gz,FGFR3,13669_6,FGFR3,4,1793293,1808872
13671_40_ELANE_Elastase.txt.gz,ELANE,13671_40,ELANE,19,851014,856247
13672_3_HSPA6_HSP76.txt.gz,HSPA6,13672_3,HSPA6,1,161524540,161526894
13673_21_CCT7_TCPH.txt.gz,CCT7,13673_21,CCT7,2,73233420,73253021
13676_46_INHBB_Inhibin_bB_chain.txt.gz,INHBB,13676_46,INHBB,2,120346136,120351803
13680_3_NAB2_NAB2.txt.gz,NAB2,13680_3,NAB2,12,57089043,57095476
13681_173_CSNK2A2_CSK22.txt.gz,CSNK2A2,13681_173,CSNK2A2,16,58157907,58198106
13682_47_CSF1R_M_CSF_R.txt.gz,CSF1R,13682_47,CSF1R,5,150053291,150113372
13683_18_CLCNKB_CLCKB.txt.gz,CLCNKB,13683_18,CLCNKB,1,16040252,16057311
13686_2_IL5RA_IL_5_Ra.txt.gz,IL5RA,13686_2,IL5RA,3,3066324,3126613
13688_2_CAPSL_CAPSL.txt.gz,CAPSL,13688_2,CAPSL,5,35904288,35938779
13689_2_ODC1_Ornithine_decarboxylase.txt.gz,ODC1,13689_2,ODC1,2,10439968,10448327
13691_10_SLC5A8_SC5A8.txt.gz,SLC5A8,13691_10,SLC5A8,12,101155493,101210238
13692_154_WISP1_WISP_1.txt.gz,WISP1,13692_154,WISP1,8,133191039,133231690
13694_24_CRLF2_TSLP_R.txt.gz,CRLF2,13694_24,CRLF2,X,1190490,1212723
13697_51_GPD1_GPDA.txt.gz,GPD1,13697_51,GPD1,12,50103982,50111313
13698_28_KIAA0319L_K319L.txt.gz,KIAA0319L,13698_28,KIAA0319L,1,35393883,35557950
13700_10_ANXA2_annexin_II.txt.gz,ANXA2,13700_10,ANXA2,15,60347134,60402883
13704_5_HMGCS2_HMCS2.txt.gz,HMGCS2,13704_5,HMGCS2,1,119748002,119768905
13711_10_CLTC_CLH1.txt.gz,CLTC,13711_10,CLTC,17,59619684,59696956
13713_164_SEC22A_SC22A.txt.gz,SEC22A,13713_164,SEC22A,3,123201927,123274136
13717_15_FCN2_FCN2.txt.gz,FCN2,13717_15,FCN2,9,134880810,134887523
13719_19_PAK4_PAK4.txt.gz,PAK4,13719_19,PAK4,19,39125770,39182816
13720_95_PRTN3_Proteinase_3.txt.gz,PRTN3,13720_95,PRTN3,19,840999,848175
13724_27_FGF19_FGF_19.txt.gz,FGF19,13724_27,FGF19,11,69698238,69704022
13726_4_CD80_B7.txt.gz,CD80,13726_4,CD80,3,119524293,119559614
13727_44_SPOP_SPOP.txt.gz,SPOP,13727_44,SPOP,17,49598884,49678163
13728_19_ERP29_ERP29.txt.gz,ERP29,13728_19,ERP29,12,112013348,112023449
13729_26_SFXN5_SFXN5.txt.gz,SFXN5,13729_26,SFXN5,2,72942036,73075619
13733_5_IL12B_IL_12_p40.txt.gz,IL12B,13733_5,IL12B,5,159314780,159330863
13735_1_RAP1GAP_RPGP1.txt.gz,RAP1GAP,13735_1,RAP1GAP,1,21596221,21669357
13738_8_INHBA_Inhibin_bA_chain.txt.gz,INHBA,13738_8,INHBA,7,41667168,41705834
13740_51_FRZB_sFRP_3.txt.gz,FRZB,13740_51,FRZB,2,182833275,182866637
13743_56_CUL4B_CUL4B.txt.gz,CUL4B,13743_56,CUL4B,X,120505920,120604074
13744_37_IL3RA_IL_3_Ra.txt.gz,IL3RA,13744_37,IL3RA,X,1336616,1382689
13745_10_PKD2_PKD2.txt.gz,PKD2,13745_10,PKD2,4,88007635,88077777
13748_4_CCL8_MCP_2.txt.gz,CCL8,13748_4,CCL8,17,34319435,34321402
13926_1_RMI1_RMI1.txt.gz,RMI1,13926_1,RMI1,9,83980798,84004074
13929_27_CROT_OCTC.txt.gz,CROT,13929_27,CROT,7,87345664,87399794
13930_3_APOBEC3G_ABC3G.txt.gz,APOBEC3G,13930_3,APOBEC3G,22,39077067,39087743
13931_22_PSMD9_PSMD9.txt.gz,PSMD9,13931_22,PSMD9,12,121888732,121918297
13932_45_ARHGEF7_COOL_1.txt.gz,ARHGEF7,13932_45,ARHGEF7,13,111114559,111305737
13933_276_NAB1_NAB1.txt.gz,NAB1,13933_276,NAB1,2,190646746,190692766
13934_3_MCF2L_MCF2L.txt.gz,MCF2L,13934_3,MCF2L,13,112894378,113099742
13936_24_PGK2_PGK2.txt.gz,PGK2,13936_24,PGK2,6,49785660,49787285
13937_75_CAND1_CAND1.txt.gz,CAND1,13937_75,CAND1,12,67269358,67319953
13939_14_UGP2_UGPA1.txt.gz,UGP2,13939_14,UGP2,2,63840952,63891562
13940_19_IFI16_IP16.txt.gz,IFI16,13940_19,IFI16,1,158999968,159055155
13941_82_FARS2_SYFM.txt.gz,FARS2,13941_82,FARS2,6,5261044,5829192
13942_140_SPSB1_SPSB1.txt.gz,SPSB1,13942_140,SPSB1,1,9292894,9369532
13943_38_DPY30_DPY30.txt.gz,DPY30,13943_38,DPY30,2,31867809,32039805
13944_3_SULT1A3_SULT_1A3.txt.gz,SULT1A3,13944_3,SULT1A3,16,30199228,30204310
13946_8_DDX23_DDX23.txt.gz,DDX23,13946_8,DDX23,12,48829756,48852842
13947_371_NUDT12_NUD12.txt.gz,NUDT12,13947_371,NUDT12,5,103548855,103562790
13948_50_GABBR2_GABR2.txt.gz,GABBR2,13948_50,GABBR2,9,98288109,98708935
13950_9_COL4A3BP_C43BP.txt.gz,COL4A3BP,13950_9,COL4A3BP,5,75356345,75512138
13954_9_GNPNAT1_GNA1.txt.gz,GNPNAT1,13954_9,GNPNAT1,14,52775193,52791668
13955_33_DAPK1_DAPK1.txt.gz,DAPK1,13955_33,DAPK1,9,87497228,87708634
13958_5_RBM46_RBM46.txt.gz,RBM46,13958_5,RBM46,4,154781213,154828813
13959_7_LAP3_LAP.txt.gz,LAP3,13959_7,LAP3,4,17577198,17607972
13960_15_AGAP3_AGAP3.txt.gz,AGAP3,13960_15,AGAP3,7,151085831,151144436
13961_18_KIF3A_KIF3A.txt.gz,KIF3A,13961_18,KIF3A,5,132692628,132737638
13963_7_TOLLIP_tollip.txt.gz,TOLLIP,13963_7,TOLLIP,11,1274371,1309654
13966_30_MYOM3_MYOM3.txt.gz,MYOM3,13966_30,MYOM3,1,24056035,24112135
13967_14_TXNRD1_Thioredoxin_reductase_1.txt.gz,TXNRD1,13967_14,TXNRD1,12,104215779,104350307
13969_24_KPNA6_IMA7.txt.gz,KPNA6,13969_24,KPNA6,1,32108056,32176563
13972_4_HSD17B14_DHB14.txt.gz,HSD17B14,13972_4,HSD17B14,19,48813018,48836510
13973_62_TTL_TTL.txt.gz,TTL,13973_62,TTL,2,112482156,112541739
13975_56_PPFIA1_LIPA1.txt.gz,PPFIA1,13975_56,PPFIA1,11,70270690,70385312
13976_9_ARHGEF1_ARHG1.txt.gz,ARHGEF1,13976_9,ARHGEF1,19,41883173,41930150
13977_28_BARD1_BARD1.txt.gz,BARD1,13977_28,BARD1,2,214725646,214809683
13978_122_TBX3_Tbx3.txt.gz,TBX3,13978_122,TBX3,12,114670255,114684175
13979_3_SLC26A7_S26A7.txt.gz,SLC26A7,13979_3,SLC26A7,8,91209494,91398155
13982_33_RGS18_RGS18.txt.gz,RGS18,13982_33,RGS18,1,192158462,192185815
13983_27_CRYZ_QOR.txt.gz,CRYZ,13983_27,CRYZ,1,74705482,74733408
13984_23_DDX25_DDX25.txt.gz,DDX25,13984_23,DDX25,11,125903348,125943702
13985_12_SMURF2_SMUF2.txt.gz,SMURF2,13985_12,SMURF2,17,64542282,64662307
13986_6_LANCL1_LANC1.txt.gz,LANCL1,13986_6,LANCL1,2,210427131,210477652
13988_67_NMRAL1_NMRL1.txt.gz,NMRAL1,13988_67,NMRAL1,16,4461691,4495763
13990_1_PC_pyruvate_carboxylase.txt.gz,PC,13990_1,PC,11,66848417,66958386
13991_47_EIF4G3_IF4G3.txt.gz,EIF4G3,13991_47,EIF4G3,1,20806292,21177285
13992_12_NSF_NSF.txt.gz,NSF,13992_12,NSF,17,46590669,46757679
13993_20_EPB41L1_E41L1.txt.gz,EPB41L1,13993_20,EPB41L1,20,36091504,36232799
13994_1_FBL_FBRL.txt.gz,FBL,13994_1,FBL,19,39834458,39846379
13996_16_PPCDC_COAC.txt.gz,PPCDC,13996_16,PPCDC,15,75023586,75117462
13998_26_ADSSL1_PURA1.txt.gz,ADSSL1,13998_26,ADSSL1,14,104724174,104747325
14002_18_DOCK9_DOCK9.txt.gz,DOCK9,14002_18,DOCK9,13,98793429,99086625
14005_2_CHD7_CHD7.txt.gz,CHD7,14005_2,CHD7,8,60678740,60868028
14006_36_GNMT_GNMT.txt.gz,GNMT,14006_36,GNMT,6,42960754,42963880
14007_22_PAPSS1_PAPS1.txt.gz,PAPSS1,14007_22,PAPSS1,4,107590276,107720234
14008_22_DCP1A_DCP1A.txt.gz,DCP1A,14008_22,DCP1A,3,53283429,53347586
14009_65_TNFAIP3_TNFAIP3.txt.gz,TNFAIP3,14009_65,TNFAIP3,6,137867214,137883314
14011_17_S100A11_S100A11.txt.gz,S100A11,14011_17,S100A11,1,152032506,152047907
14012_17_DHX58_LGP2.txt.gz,DHX58,14012_17,DHX58,17,42101404,42112714
14013_11_TANK_TANK.txt.gz,TANK,14013_11,TANK,2,161136908,161236230
14019_73_EVPL_EVPL.txt.gz,EVPL,14019_73,EVPL,17,76004502,76027306
14021_81_MED4_MED4.txt.gz,MED4,14021_81,MED4,13,48053323,48095131
14024_196_EDA_EDA.txt.gz,EDA,14024_196,EDA,X,69616067,70039472
14025_18_TNFRSF9_4_1BB.txt.gz,TNFRSF9,14025_18,TNFRSF9,1,7915871,7943165
14026_24_IL17F_IL_17F.txt.gz,IL17F,14026_24,IL17F,6,52236681,52245689
14028_22_PIK3C2A_P3C2A.txt.gz,PIK3C2A,14028_22,PIK3C2A,11,17077730,17207986
14029_42_COPS2_CSN2.txt.gz,COPS2,14029_42,COPS2,15,49106068,49155661
14034_22_TACSTD2_GA733_1_protein.txt.gz,TACSTD2,14034_22,TACSTD2,1,58575433,58577252
14035_13_TIAM1_TIAM1.txt.gz,TIAM1,14035_13,TIAM1,21,31118416,31559977
14036_116_MPDZ_MPDZ.txt.gz,MPDZ,14036_116,MPDZ,9,13105706,13279692
14037_18_RANBP3_RANB3.txt.gz,RANBP3,14037_18,RANBP3,19,5916139,5978142
14039_33_KLK5_kallikrein_5.txt.gz,KLK5,14039_33,KLK5,19,50943303,50953093
14043_12_EEA1_EEA1.txt.gz,EEA1,14043_12,EEA1,12,92770637,92929331
14045_12_NCOA2_NCOA2.txt.gz,NCOA2,14045_12,NCOA2,8,70109782,70403808
14047_78_BDNF_BDNF.txt.gz,BDNF,14047_78,BDNF,11,27654893,27722058
14048_7_IL1RAP_IL_1_R_AcP.txt.gz,IL1RAP,14048_7,IL1RAP,3,190514051,190659750
14051_54_FOXC2_FOXC2.txt.gz,FOXC2,14051_54,FOXC2,16,86566829,86569728
14052_26_UNC13A_UN13A.txt.gz,UNC13A,14052_26,UNC13A,19,17601336,17688365
14054_17_IL15RA_IL_15_Ra.txt.gz,IL15RA,14054_17,IL15RA,10,5943639,5978187
14056_4_CGA_Glycoprotein_hormones_a_chain.txt.gz,CGA,14056_4,CGA,6,87085498,87095106
14060_67_NCF4_NCF4.txt.gz,NCF4,14060_67,NCF4,22,36860988,36878017
14061_48_TNFSF11_sRANKL.txt.gz,TNFSF11,14061_48,TNFSF11,13,42562736,42608013
14063_17_OSM_OSM.txt.gz,OSM,14063_17,OSM,22,30262829,30266851
14065_11_CD5_CD5.txt.gz,CD5,14065_11,CD5,11,61102489,61127852
14066_49_MAGI2_MAGI2.txt.gz,MAGI2,14066_49,MAGI2,7,78017055,79453667
14067_6_PKP2_PKP2.txt.gz,PKP2,14067_6,PKP2,12,32790745,32896798
14069_61_CA4_Carbonic_Anhydrase_IV.txt.gz,CA4,14069_61,CA4,17,60149942,60170899
14070_56_ITSN1_ITSN1.txt.gz,ITSN1,14070_56,ITSN1,21,33642400,33899861
14074_2_SHC2_SHC2.txt.gz,SHC2,14074_2,SHC2,19,416589,461033
14076_74_CST4_Cystatin_S.txt.gz,CST4,14076_74,CST4,20,23685640,23689038
14079_14_IL18R1_IL_18_Ra.txt.gz,IL18R1,14079_14,IL18R1,2,102311529,102398777
14082_56_TLN2_TLN2.txt.gz,TLN2,14082_56,TLN2,15,62390526,62844631
14083_25_SEPHS1_SPS1.txt.gz,SEPHS1,14083_25,SEPHS1,10,13317428,13348298
14088_38_IGFBP6_IGFBP_6.txt.gz,IGFBP6,14088_38,IGFBP6,12,53097436,53102345
14090_23_DEF6_DEFI6.txt.gz,DEF6,14090_23,DEF6,6,35297818,35321771
14091_42_CBR3_Carbonyl_reductase_3.txt.gz,CBR3,14091_42,CBR3,21,36135079,36146562
14093_10_FLT3LG_Flt3_ligand.txt.gz,FLT3LG,14093_10,FLT3LG,19,49474207,49486231
14094_29_HBEGF_HB_EGF.txt.gz,HBEGF,14094_29,HBEGF,5,140332843,140346603
